,VarDb,VarQuery,cRMSE,combinations,ddP,ddP_abs,euclidian,manhattan,pearson,spearman,indexDdPStd,sumDdPStd,indexRMSSEStd,rankRMSSEStd,rankRMSSEMean,rankRMSSEMedian,indexPeaStd,rankPeaStd,indexEuclStd,rankEuclStd,indexManStd,rankManStd,indexSpeStd,indexSpeCum,rankSpeStd,indexSpeStdAUC,rankSpeStdAUC,indexddP_absStdAUC,rankddP_absStdAUC
341,0.036856,0.02608,0.0597996655509,"(2, 43)",0.092,0.092,1.27710610366,2.84,0.957317512033,0.974679434481,0,,0,,,,2727,0.613302423092,231,0.553450368457,348,0.594761409263,2718,,,2736,0.612542914893,341,0.0551137049003
340,0.02608,0.036856,0.0597996655509,"(43, 2)",-0.092,0.092,1.27710610366,2.84,0.957317512033,0.974679434481,1,,1,,,,2726,0.613412331957,230,0.554613844677,351,0.592242540918,2719,,,2735,0.612652322584,340,0.0549684841426
944,0.057264,0.0414,0.0845221864365,"(47, 23)",0.256,0.256,0.518652099196,1.08,0.939820696464,1.0,3,0.0123612604428,3,0.192353840617,0.0,0.0,2701,0.615292729404,22,0.341143767264,24,0.370455857559,2748,,,2738,0.612342508106,944,0.146069819682
945,0.0414,0.057264,0.0845221864365,"(23, 47)",-0.256,0.256,0.518652099196,1.08,0.939820696464,1.0,2,0.0116543081108,2,0.142148592051,-0.0853333333333,-0.092,2700,0.615386898686,23,0.338200137985,25,0.366852307318,2749,,,2739,0.612250297082,945,0.14622991541
1634,0.1696,0.172184,0.0868562030024,"(28, 44)",0.484,0.484,4.10554503081,9.17,0.977955529675,0.974679434481,5,0.0122415816477,5,0.320549528154,0.0,0.0,2748,0.612203078426,1718,0.640964917477,1811,0.642463000026,2730,,,2726,0.613453213472,1634,0.26720233743
1635,0.172184,0.1696,0.0868562030024,"(44, 28)",-0.484,0.484,4.10554503081,9.17,0.977955529675,0.974679434481,4,0.0125216929529,4,0.25899992278,-0.0968,-0.092,2749,0.612161364348,1719,0.640884889711,1810,0.642539649204,2732,,,2724,0.613602534295,1635,0.267388712769
872,0.014344,0.02608,0.0913454979734,"(2, 29)",0.236,0.236,5.78160877265,12.92,0.829307192785,0.9,6,0.0123870648055,6,0.3080471737,0.0337142857143,0.092,2571,0.619970362508,2272,0.632907577406,2305,0.630549679665,2654,,,2697,0.61571929548,872,0.134422562103
871,0.02608,0.014344,0.0913454979734,"(29, 2)",-0.236,0.236,5.78160877265,12.92,0.829307192785,0.9,7,0.0122743578855,7,0.301642172118,0.0,0.0,2570,0.6200734459,2273,0.632787762052,2304,0.630667278694,2655,,,2688,0.614750313814,871,0.134262238265
195,0.0958,0.083896,0.0945304183848,"(27, 51)",0.058,0.058,3.49912846292,7.81,0.952363557059,1.0,9,0.0123060716444,8,0.284974506116,0.00644444444444,0.058,2716,0.614339389764,1451,0.635005346933,1599,0.63841815842,2750,,,2744,0.611794554088,195,0.0333338095204
194,0.083896,0.0958,0.0945304183848,"(51, 27)",-0.058,0.058,3.49912846292,7.81,0.952363557059,1.0,8,0.012369359562,9,0.271040956315,0.0,0.0,2717,0.614227374112,1450,0.635222299569,1595,0.639011665022,2738,,,2752,0.611867065242,194,0.0331587284961
410,0.080376,0.1024,0.0966229786334,"(37, 12)",0.112,0.112,2.84355411413,6.34,0.955885989688,0.974679434481,11,0.0122655695363,11,0.251614784939,0.0,0.0,2722,0.613856079109,1132,0.622615685702,1276,0.640091905366,2729,,,2721,0.613870445718,410,0.065337482104
411,0.1024,0.080376,0.0966229786334,"(12, 37)",-0.112,0.112,2.84355411413,6.34,0.955885989688,0.974679434481,10,0.0123328333133,10,0.260425462441,-0.0101818181818,-0.058,2723,0.613747146202,1133,0.622349998218,1275,0.640334991389,2727,,,2737,0.612434786856,411,0.0654915691602
552,0.036856,0.014344,0.0981019877474,"(29, 43)",-0.144,0.144,4.51324716806,10.08,0.904114574586,0.974679434481,12,0.0122452852462,12,0.244770052699,-0.0110769230769,-0.058,2663,0.616850423072,1881,0.637604066645,1985,0.640179736217,2735,,,2720,0.61397948303,552,0.0859734862059
554,0.014344,0.036856,0.0981019877474,"(43, 29)",0.144,0.144,4.51324716806,10.08,0.904114574586,0.974679434481,13,0.0121676480978,13,0.239223744641,0.0,0.0,2662,0.616959918024,1880,0.637764882363,1984,0.64033280923,2736,,,2719,0.614086129413,554,0.0862527047529
168,0.0414,0.042136,0.0994786409236,"(22, 47)",-0.052,0.052,1.96249840764,4.36,0.881570321332,0.7,15,0.0120627634748,15,0.224527281193,0.0,0.0,2636,0.618814416549,597,0.561781114018,794,0.601733149447,2438,,,2358,0.617674090568,168,0.0285632279017
169,0.042136,0.0414,0.0994786409236,"(47, 22)",0.052,0.052,1.96249840764,4.36,0.881570321332,0.7,14,0.0121352336098,14,0.231475806271,0.00346666666667,0.052,2637,0.618697945559,596,0.562247386002,795,0.601357885566,2437,,,2353,0.61791909512,169,0.0287586304182
151,0.020584,0.029696,0.100119928086,"(30, 0)",0.044,0.044,0.414487635521,0.78,0.814116880643,0.8,16,0.0119963080734,16,0.218069351846,0.00258823529412,0.044,2546,0.621381130483,4,0.255056385923,6,0.217522224996,2522,,,2563,0.619801102058,151,0.0255291371203
150,0.029696,0.020584,0.100119928086,"(0, 30)",-0.044,0.044,0.414487635521,0.78,0.814116880643,0.8,17,0.0119062912919,17,0.212193831725,0.0,0.0,2547,0.621259795194,5,0.233663575824,7,0.204151904228,2528,,,2560,0.620013922861,150,0.0253603406823
1363,0.083896,0.08924,0.100677703589,"(5, 27)",0.392,0.392,1.13608978518,2.49,0.941905212821,0.8,18,0.0118246268375,18,0.224317493634,0.0206315789474,0.044,2705,0.614941597044,170,0.5259701667,245,0.584991168024,2557,,,2528,0.621181699536,1363,0.217368951318
1361,0.08924,0.083896,0.100677703589,"(27, 5)",-0.392,0.392,1.13608978518,2.49,0.941905212821,0.8,19,0.0117282962589,19,0.236410659658,0.0,0.0,2704,0.615009054588,171,0.525295000175,244,0.585646396065,2567,,,2518,0.620920697939,1361,0.217008449579
1090,0.067144,0.083896,0.105565145763,"(27, 25)",0.304,0.304,3.30440614937,7.37,0.931968146175,0.9,21,0.0119201235743,20,0.239624233421,0.0144761904762,0.044,2691,0.61593591309,1361,0.631132953267,1497,0.640186096108,2642,,,2700,0.615412269659,1090,0.169730825049
1092,0.083896,0.067144,0.105565145763,"(25, 27)",-0.304,0.304,3.30440614937,7.37,0.931968146175,0.9,20,0.011847118383,21,0.243332171023,0.0,0.0,2690,0.616022461928,1360,0.631310957786,1496,0.640351649732,2640,,,2702,0.61535801631,1092,0.170073347955
610,0.036856,0.042136,0.107703296143,"(22, 43)",0.16,0.16,0.45,0.85,0.855061982128,0.71818484646,23,0.0121605800195,23,0.237507192874,0.0,0.0,2607,0.618911718037,8,0.198935934845,8,0.198935934845,2484,,,2478,0.622500172347,610,0.094175569068
611,0.042136,0.036856,0.107703296143,"(43, 22)",-0.16,0.16,0.45,0.85,0.855061982128,0.71818484646,22,0.0120627672549,22,0.240209958571,-0.00695652173913,-0.044,2606,0.619022473936,9,0.196118331627,9,0.196118331627,2478,,,2483,0.622119642045,611,0.0943209650313
884,0.08924,0.042136,0.108148046677,"(22, 5)",-0.242,0.242,0.473392015142,0.91,0.975854684773,0.9,24,0.0122431689636,24,0.237491342158,-0.00968,-0.044,2744,0.612475129762,11,0.204481458002,14,0.185385316451,2611,,,2678,0.614755441023,884,0.136389976875
885,0.042136,0.08924,0.108148046677,"(5, 22)",0.242,0.242,0.473392015142,0.91,0.975854684773,0.9,25,0.0122950819982,25,0.237855806352,0.0,0.0,2745,0.612381018067,10,0.199513954855,15,0.190063147401,2608,,,2681,0.614540897898,885,0.136555498107
1096,0.042136,0.014344,0.108921990434,"(29, 22)",-0.304,0.304,4.89410870333,10.93,0.907400146126,0.8,26,0.012353142894,26,0.240366478311,-0.0112592592593,-0.044,2671,0.617532355088,2021,0.636463358199,2101,0.638974171926,2530,,,2556,0.620326691635,1096,0.17075260443
1097,0.014344,0.042136,0.108921990434,"(22, 29)",0.304,0.304,4.89410870333,10.93,0.907400146126,0.8,27,0.0123872842161,27,0.243177771541,0.0,0.0,2670,0.617619923314,2020,0.636584867907,2100,0.639091789256,2531,,,2555,0.620418907881,1097,0.170921450019
270,0.043816,0.013096,0.114122740941,"(11, 4)",-0.074,0.074,8.68863625663,19.42,0.916073030249,0.974679434481,29,0.0128027580897,29,0.235707728625,0.0,0.0,2675,0.617123497415,2686,0.616026019985,2686,0.616026019985,2737,,,2718,0.614192835577,270,0.045046584881
271,0.013096,0.043816,0.114122740941,"(4, 11)",0.074,0.074,8.68863625663,19.42,0.916073030249,0.974679434481,28,0.0126185292213,28,0.239329463611,0.00255172413793,0.044,2674,0.617237177926,2687,0.615913075577,2687,0.615913075577,2726,,,2729,0.613154101086,271,0.0451878432377
1543,0.067144,0.042136,0.117575507654,"(22, 25)",0.454,0.454,1.79479803878,3.97,0.897310972224,0.7,30,0.0131038006913,31,0.254888210791,0.0,0.0,2654,0.617046301945,492,0.564531538392,655,0.578708431116,2452,,,2398,0.617163426064,1543,0.250320882152
1542,0.042136,0.067144,0.117575507654,"(25, 22)",-0.454,0.454,1.79479803878,3.97,0.897310972224,0.7,31,0.0133502356772,30,0.245357612396,-0.0146451612903,-0.044,2655,0.616993045888,493,0.564330408286,657,0.57809970638,2449,,,2401,0.616933155108,1542,0.250134934964
1762,0.020584,0.05008,0.118422970745,"(1, 0)",0.536,0.536,0.671565335615,1.38,0.882056088971,0.9,32,0.0135879176329,32,0.267285232993,0.0162424242424,0.044,2638,0.618668668991,43,0.473837524896,51,0.4671371072,2609,,,2684,0.61431461832,1762,0.291761117448
1763,0.05008,0.020584,0.118422970745,"(0, 1)",-0.536,0.536,0.671565335615,1.38,0.882056088971,0.9,33,0.0137834567963,33,0.279367352508,0.0,0.0,2639,0.618639479875,42,0.472130024899,50,0.465566463845,2622,,,2667,0.615410608427,1763,0.2919576197
967,0.041144,0.020584,0.121161049847,"(0, 3)",-0.26,0.26,1.56649289816,3.45,0.80833806141,0.666885928855,35,0.014279779091,35,0.278326746429,0.0,0.0,2541,0.62145302186,369,0.545411186319,494,0.577384194405,2333,,,2338,0.61750151022,967,0.149714245721
966,0.020584,0.041144,0.121161049847,"(3, 0)",0.26,0.26,1.56649289816,3.45,0.80833806141,0.666885928855,34,0.014053704651,34,0.278733696329,0.00742857142857,0.044,2540,0.621553885946,368,0.545981527831,497,0.576510970926,2344,,,2328,0.617930250785,966,0.149557866466
27,0.036856,0.083896,0.121819538663,"(27, 43)",0.01,0.01,1.17247601255,2.55,0.952336536428,0.974679434481,36,0.0144935792334,36,0.274544600684,0.00027027027027,0.01,2715,0.614451468201,184,0.516634072285,250,0.581456954252,2734,,,2722,0.613757745681,27,0.00578174466996
26,0.083896,0.036856,0.121819538663,"(43, 27)",-0.01,0.01,1.17247601255,2.55,0.952336536428,0.974679434481,37,0.0146729045651,37,0.27091307598,0.0,0.0,2714,0.614564586456,185,0.515243923861,251,0.580302466289,2733,,,2723,0.613645107904,26,0.00555209768932
57,0.004096,0.013096,0.125315601583,"(11, 10)",0.016,0.016,0.281957443597,0.49,0.101583606719,0.2,38,0.0149502262293,38,0.267429235111,0.000410256410256,0.01,1482,0.629121233562,1,,1,,1636,,,1583,0.621671983563,57,0.0102654425304
56,0.013096,0.004096,0.125315601583,"(10, 11)",-0.016,0.016,0.281957443597,0.49,0.101583606719,0.2,39,0.0151869693456,39,0.264077640099,0.0,0.0,1483,0.628909367011,0,,0,,1606,,,1654,0.624769502399,56,0.0101320308246
164,0.0958,0.036856,0.126396202475,"(43, 51)",0.048,0.048,4.64174536139,10.36,0.981814791412,0.974679434481,41,0.0156332848407,40,0.260942373083,0.00117073170732,0.01,2753,0.611763881905,1940,0.63609401465,2031,0.638446209944,2728,,,2727,0.613341453128,164,0.0278387169205
165,0.036856,0.0958,0.126396202475,"(51, 43)",-0.048,0.048,4.64174536139,10.36,0.981814791412,0.974679434481,40,0.0154272037559,41,0.257926161453,0.0,0.0,2752,0.61187429627,1941,0.635931153934,2030,0.638602477298,2722,,,2733,0.612810684295,165,0.0280051630352
936,0.15936,0.203104,0.126743836142,"(20, 17)",0.254,0.254,1.27514705034,2.78,0.962717771458,0.894427191,42,0.0158211459401,43,0.257748997,0.0,0.0,2735,0.61309000465,229,0.555785257248,328,0.600259031985,2607,,,2602,0.618498429291,936,0.144798624181
937,0.203104,0.15936,0.126743836142,"(17, 20)",-0.254,0.254,1.27514705034,2.78,0.962717771458,0.894427191,43,0.0159823077389,42,0.257767861489,-0.00590697674419,-0.01,2734,0.613182835035,228,0.556743378008,329,0.599512428157,2604,,,2606,0.618272728181,937,0.144959107534
2118,0.08924,0.067144,0.128156154749,"(25, 5)",-0.696,0.696,2.20113607031,4.88,0.904046048544,0.9,45,0.0163181954916,45,0.290873945505,0.0,0.0,2660,0.617037865252,751,0.577996650215,944,0.616703006557,2653,,,2689,0.6147824667,2118,0.365546773094
2117,0.067144,0.08924,0.128156154749,"(5, 25)",0.696,0.696,2.20113607031,4.88,0.904046048544,0.9,44,0.0161625724462,44,0.274743160869,0.0154666666667,0.01,2661,0.61706948053,750,0.577822713162,945,0.616792651931,2641,,,2701,0.615444100152,2117,0.365320307798
1648,0.030824,0.014344,0.131301180497,"(29, 33)",-0.49,0.49,2.3883467085,5.3,0.664094989959,0.7,47,0.0167448599571,47,0.301805400879,0.0,0.0,2344,0.617684111901,850,0.590770663062,1056,0.637743936929,2391,,,2470,0.622718900018,1648,0.269831879915
1649,0.014344,0.030824,0.131301180497,"(33, 29)",0.49,0.49,2.3883467085,5.3,0.664094989959,0.7,46,0.0165457185621,46,0.296322979676,0.0104255319149,0.01,2345,0.617635344346,851,0.590662745459,1057,0.637620624268,2377,,,2440,0.623335364689,1649,0.270019851122
254,0.08924,0.125256,0.131514257782,"(26, 5)",0.072,0.072,3.09530289309,6.89,0.932605269139,1.0,49,0.0170829984465,49,0.296058102406,0.0,0.0,2693,0.615710363459,1270,0.633987411313,1399,0.640857804598,2754,,,2753,0.61175750722,254,0.0426992983635
257,0.125256,0.08924,0.131514257782,"(5, 26)",-0.072,0.072,3.09530289309,6.89,0.932605269139,1.0,48,0.0169251938519,48,0.298883302737,-0.0014693877551,-0.01,2692,0.615823106143,1271,0.63374137137,1398,0.641083912982,2743,,,2748,0.611692984308,257,0.0431553889671
167,0.029696,0.061176,0.132211951048,"(6, 30)",-0.05,0.05,7.04981560043,15.75,0.860952539266,0.5,50,0.0172392937797,50,0.293223162702,-0.000980392156863,-0.01,2620,0.617914488245,2508,0.624761881145,2533,0.623074658442,2076,,,2119,0.622559054025,167,0.0283674864187
166,0.061176,0.029696,0.132211951048,"(30, 6)",0.05,0.05,7.04981560043,15.75,0.860952539266,0.5,51,0.0173762232639,51,0.290474413013,0.0,0.0,2621,0.617797416308,2509,0.624638211781,2532,0.623196845575,2077,,,2118,0.622704954891,166,0.0281864015648
65,0.014344,0.004096,0.13496666255,"(10, 29)",0.018,0.018,9.08792055423,20.31,0.0146117727902,-0.1,52,0.0175670895269,52,0.287731461767,0.000339622641509,0.01,1343,0.62453868213,2712,0.614447614486,2714,0.614255223133,1056,,,1138,0.61391534023,65,0.0113937782065
64,0.004096,0.014344,0.13496666255,"(29, 10)",-0.018,0.018,9.08792055423,20.31,0.0146117727902,-0.1,53,0.0177362787583,53,0.285065554514,0.0,0.0,1342,0.62477096191,2713,0.614334501621,2715,0.614142229021,1100,,,1164,0.617284308385,64,0.011258511573
579,0.083896,0.042136,0.135941163744,"(22, 27)",0.15,0.15,1.5506127821,3.4,0.904463853079,0.6,54,0.0179108051014,55,0.281360470368,0.0,0.0,2665,0.616632689669,361,0.548478901119,478,0.574481305537,2195,,,2254,0.618296144616,579,0.0897615231292
576,0.042136,0.083896,0.135941163744,"(27, 22)",-0.15,0.15,1.5506127821,3.4,0.904463853079,0.6,55,0.0180659142467,54,0.283172254326,-0.00272727272727,-0.01,2664,0.61674152256,360,0.549181142313,479,0.573923499548,2181,,,2279,0.620005820712,576,0.0893418745397
413,0.080376,0.041864,0.137025545064,"(18, 12)",-0.112,0.112,1.31521861301,2.86,0.891816931632,0.9,57,0.0183758272083,57,0.277248052759,0.0,0.0,2645,0.617979628193,246,0.54661708694,358,0.594162759321,2644,,,2698,0.61560896934,413,0.0657953201572
412,0.041864,0.080376,0.137025545064,"(12, 18)",0.112,0.112,1.31521861301,2.86,0.891816931632,0.9,56,0.0182297688021,56,0.279268842673,0.0019649122807,0.01,2644,0.618092599635,247,0.545560469432,359,0.593366403573,2652,,,2690,0.614672033422,412,0.0656434279256
338,0.020584,0.014344,0.139713993573,"(29, 0)",0.09,0.09,1.42112631388,3.1,0.448349045212,0.3,58,0.018569834201,58,0.275133826047,0.00152542372881,0.01,1994,0.617207221162,304,0.551705366375,413,0.570749232142,1793,,,1728,0.61898849959,338,0.0546854805975
339,0.014344,0.020584,0.139713993573,"(0, 29)",-0.09,0.09,1.42112631388,3.1,0.448349045212,0.3,59,0.0187441990543,59,0.273082893398,0.0,0.0,1995,0.617055880711,305,0.550827256648,412,0.571422591589,1792,,,1765,0.618288488324,339,0.0548233526884
2224,0.067144,0.125256,0.1400571312,"(26, 25)",0.768,0.768,0.951892851113,2.01,0.942042841666,0.9,61,0.0190567576609,61,0.30198547284,0.0,0.0,2706,0.615005106616,101,0.45687308917,139,0.488560100119,2700,,,2642,0.616432822391,2224,0.390662933486
2225,0.125256,0.067144,0.1400571312,"(25, 26)",-0.768,0.768,0.951892851113,2.01,0.942042841666,0.9,60,0.0189087864216,60,0.287858422456,-0.0125901639344,-0.01,2707,0.615068693549,100,0.45266104468,138,0.485936525608,2699,,,2643,0.616497403262,2225,0.390914384112
1394,0.036856,0.08924,0.141760361173,"(5, 43)",0.402,0.402,0.318119474412,0.58,0.924148981409,0.872081599272,62,0.0192273608578,62,0.303763244721,0.00638095238095,0.01,2680,0.616641849338,3,0.28448198537,3,0.28448198537,2581,,,2594,0.618946097035,1394,0.222978688335
1395,0.08924,0.036856,0.141760361173,"(43, 5)",-0.402,0.402,0.318119474412,0.58,0.924148981409,0.872081599272,63,0.0193814460615,63,0.305606773485,0.0,0.0,2681,0.616575762089,2,0.189954380488,2,0.189954380488,2580,,,2593,0.619015001557,1395,0.223158519731
799,0.036856,0.0414,0.142884568796,"(47, 43)",0.212,0.212,1.60190511579,3.51,0.740361826953,0.564288093647,64,0.0195447192456,65,0.303195106701,0.0,0.0,2447,0.624065219903,385,0.545541514499,512,0.573365224854,2168,,,2150,0.622050946736,799,0.123076439663
798,0.0414,0.036856,0.142884568796,"(43, 47)",-0.212,0.212,1.60190511579,3.51,0.740361826953,0.564288093647,65,0.0196925597436,64,0.304367302243,-0.00326153846154,-0.01,2446,0.624178004496,384,0.546142408673,513,0.572883674301,2165,,,2158,0.621150639567,798,0.122924561202
771,0.057264,0.042136,0.143610584568,"(22, 23)",0.204,0.204,1.50159914758,3.28,0.80185609754,0.7,67,0.0199761612902,67,0.300744957417,0.0,0.0,2531,0.622145921937,338,0.551524562361,447,0.570393817588,2422,,,2364,0.617627527747,771,0.118904805684
774,0.042136,0.057264,0.143610584568,"(23, 22)",-0.204,0.204,1.50159914758,3.28,0.80185609754,0.7,66,0.0198413083745,66,0.301938880483,-0.0030447761194,-0.01,2530,0.622255597856,339,0.550824344799,446,0.570949777603,2426,,,2360,0.61759181726,774,0.119352112848
1897,0.061176,0.030824,0.145272158379,"(33, 6)",0.586,0.586,6.41679826705,14.33,0.816312976734,0.9,68,0.0201315513259,68,0.306661576353,0.00849275362319,0.01,2551,0.621003268559,2405,0.624318646395,2431,0.624956127408,2630,,,2670,0.615480008128,1897,0.318591976057
1896,0.030824,0.061176,0.145272158379,"(6, 33)",-0.586,0.586,6.41679826705,14.33,0.816312976734,0.9,69,0.0202730173261,69,0.312529404331,0.0,0.0,2550,0.621016560614,2404,0.624334042611,2430,0.624971606017,2648,,,2694,0.614554818215,1896,0.318391641231
243,0.042136,0.02608,0.150386169577,"(2, 22)",-0.068,0.068,0.951367436903,1.99,0.687787693528,0.6,71,0.0207245637315,71,0.308366484704,0.0,0.0,2380,0.619645875097,98,0.450661122578,126,0.484797900831,2323,,,2223,0.62007379287,243,0.041028978164
239,0.02608,0.042136,0.150386169577,"(22, 2)",0.068,0.068,0.951367436903,1.99,0.687787693528,0.6,70,0.0205084248571,70,0.310424127702,0.000957746478873,0.01,2381,0.619517360423,99,0.448454234008,127,0.482938143037,2197,,,2256,0.618125711995,239,0.0404273010065
1382,0.004096,0.027256,0.151393526942,"(45, 10)",0.4,0.4,1.25403349238,2.7,0.399015317618,0.210818510678,73,0.021146785422,73,0.31119803376,0.0,0.0,1924,0.620486470601,222,0.56327639597,287,0.584580024937,1689,,,1689,0.621323119588,1382,0.220802688009
1383,0.027256,0.004096,0.151393526942,"(10, 45)",-0.4,0.4,1.25403349238,2.7,0.399015317618,0.210818510678,72,0.0209444854949,72,0.309756427049,-0.00547945205479,-0.01,1925,0.620392359018,223,0.562655629264,286,0.58511971588,1688,,,1688,0.621430764405,1383,0.220985577388
1508,0.014344,0.05008,0.155769059829,"(1, 29)",0.446,0.446,0.844393273303,1.72,0.749197656273,0.6,74,0.0214262588449,75,0.315484256009,0.0,0.0,2462,0.622903352028,73,0.431700972584,88,0.452208078147,2305,,,2228,0.619571050908,1508,0.243809364225
1509,0.05008,0.014344,0.155769059829,"(29, 1)",-0.446,0.446,0.844393273303,1.72,0.749197656273,0.6,75,0.0216842262253,74,0.313320619317,-0.00594666666667,-0.01,2463,0.62284177495,72,0.431458550896,89,0.452167029119,2304,,,2244,0.618809704722,1509,0.243998892626
950,0.013096,0.012184,0.156537535435,"(52, 11)",0.256,0.256,9.85833150183,22.03,0.0307161972073,0.0,76,0.0219388312666,76,0.314766227068,0.00332467532468,0.01,1367,0.624509262312,2747,0.612284732691,2747,0.612284732691,1239,,,1307,0.62217288171,950,0.147021272477
951,0.012184,0.013096,0.156537535435,"(11, 52)",-0.256,0.256,9.85833150183,22.03,0.0307161972073,0.0,77,0.02217427509,77,0.314099771835,0.0,0.0,1366,0.624699245301,2746,0.612376682576,2746,0.612376682576,1240,,,1306,0.622370314269,951,0.147178334631
539,0.0958,0.02608,0.156588633049,"(2, 51)",0.14,0.14,5.91359450757,13.2,0.973899227811,1.0,78,0.022393156899,78,0.312497653636,0.00177215189873,0.01,2741,0.612733988709,2310,0.629824416102,2346,0.627596311177,2753,,,2740,0.612144441721,539,0.0841603407964
535,0.02608,0.0958,0.156588633049,"(51, 2)",-0.14,0.14,5.91359450757,13.2,0.973899227811,1.0,79,0.0225957986958,79,0.310937614322,0.0,0.0,2740,0.612839914347,2311,0.629694928058,2347,0.627469306687,2752,,,2742,0.611929077864,535,0.0836019099634
1255,0.0414,0.014344,0.15755633913,"(29, 47)",-0.356,0.356,2.95923976724,6.57,0.634416077964,0.5,81,0.0229927360375,81,0.312114112965,0.0,0.0,2297,0.615463721668,1213,0.630659522467,1324,0.643196480061,2114,,,2057,0.62089650984,1255,0.198172703423
1254,0.014344,0.0414,0.15755633913,"(47, 29)",0.356,0.356,2.95923976724,6.57,0.634416077964,0.5,80,0.0228017678574,80,0.311502677357,0.0043950617284,0.01,2296,0.615552843327,1212,0.630836552844,1325,0.643028280507,2124,,,2072,0.623948301969,1254,0.197996585377
1067,0.067144,0.036856,0.158316139417,"(43, 25)",0.294,0.294,2.18444500961,4.82,0.793391265261,0.872081599272,83,0.0233608217549,82,0.311882017436,0.0035421686747,0.01,2522,0.622869106472,736,0.574074327422,924,0.617669144844,2587,,,2590,0.619059135846,1067,0.165843886702
1066,0.036856,0.067144,0.158316139417,"(25, 43)",-0.294,0.294,2.18444500961,4.82,0.793391265261,0.872081599272,82,0.0231836256436,83,0.311695058549,0.0,0.0,2523,0.622773210941,737,0.573787464311,925,0.617411219036,2585,,,2597,0.618789624986,1066,0.165677057939
1327,0.020584,0.012184,0.159874951134,"(52, 0)",0.38,0.38,2.15413555748,4.75,0.227575209153,0.2,85,0.023731283124,84,0.312553452868,0.00447058823529,0.01,1688,0.625615348234,716,0.576104252398,895,0.616333499124,1653,,,1598,0.623365359148,1327,0.210922786078
1326,0.012184,0.020584,0.159874951134,"(0, 52)",-0.38,0.38,2.15413555748,4.75,0.227575209153,0.2,84,0.0235527680171,85,0.313452640984,0.0,0.0,1689,0.625498572265,717,0.575877811243,894,0.616546748815,1654,,,1606,0.625866729815,1326,0.210744035187
1123,0.042136,0.125256,0.160698475413,"(26, 22)",0.314,0.314,2.69836987828,5.98,0.974336964099,0.9,87,0.0240791287719,87,0.313465091575,0.0,0.0,2743,0.61256930827,1043,0.61557426075,1207,0.634015757006,2614,,,2675,0.615047156583,1123,0.175358118577
1122,0.125256,0.042136,0.160698475413,"(22, 26)",-0.314,0.314,2.69836987828,5.98,0.974336964099,0.9,86,0.0239114152927,86,0.313438158902,-0.0036091954023,-0.01,2742,0.61265161331,1042,0.615792463474,1206,0.634213893646,2623,,,2666,0.615438558928,1122,0.175185550285
1531,0.0958,0.08924,0.161121072489,"(5, 51)",0.45,0.45,4.62036795072,10.3,0.860246771327,0.8,88,0.0242422162829,88,0.315287219138,0.00505617977528,0.01,2619,0.618031627936,1925,0.635764698467,2005,0.639597062838,2551,,,2515,0.621144051044,1531,0.248090083024
1530,0.08924,0.0958,0.161121072489,"(51, 5)",-0.45,0.45,4.62036795072,10.3,0.860246771327,0.8,89,0.0243941426001,89,0.317138455568,0.0,0.0,2618,0.61808703847,1924,0.635847052918,2004,0.639677564898,2523,,,2562,0.61992138595,1530,0.247904292089
2132,0.057264,0.054256,0.161666323024,"(40, 23)",-0.702,0.702,0.898776946745,1.84,0.765917114544,0.7,90,0.0245442205229,90,0.323770719502,-0.00771428571429,-0.01,2480,0.623291161153,85,0.456106372742,105,0.466085424189,2395,,,2455,0.623324759381,2132,0.368716340546
2133,0.054256,0.057264,0.161666323024,"(23, 40)",0.702,0.702,0.898776946745,1.84,0.765917114544,0.7,91,0.0246841066763,91,0.330308156516,0.0,0.0,2481,0.623324938575,84,0.452343418549,104,0.463213194036,2367,,,2419,0.621621675693,2133,0.368943180301
310,0.02608,0.083896,0.162653004891,"(27, 2)",-0.082,0.082,2.43776537017,5.39,0.892762765779,1.0,93,0.0249650976841,93,0.326994176537,0.0,0.0,2646,0.617864939968,886,0.597259238516,1071,0.636817923086,2751,,,2741,0.612034812935,310,0.0507709812623
309,0.083896,0.02608,0.162653004891,"(2, 27)",0.082,0.082,2.43776537017,5.39,0.892762765779,1.0,92,0.0248294558434,92,0.328636343433,0.000881720430108,0.01,2647,0.617750318651,887,0.596929198874,1068,0.637705925368,2746,,,2745,0.611685138177,309,0.0506397778113
187,0.02608,0.012184,0.163780340701,"(52, 2)",0.054,0.054,6.52618571602,14.57,0.32088342913,0.5,94,0.0251083722048,95,0.323663920345,0.0,0.0,1837,0.618334830818,2430,0.625610559462,2453,0.627156229033,2095,,,2046,0.62139603424,187,0.0319773856262
186,0.012184,0.02608,0.163780340701,"(2, 52)",-0.054,0.054,6.52618571602,14.57,0.32088342913,0.5,95,0.0252422657792,94,0.325315285212,-0.000568421052632,-0.01,1836,0.618501824156,2431,0.625482884511,2450,0.627275940225,2093,,,2048,0.621483412826,186,0.0318173603453
1881,0.020584,0.030824,0.166252819525,"(33, 0)",0.58,0.58,1.051760429,2.2,0.471794918014,0.7,96,0.0254039246315,96,0.327277617246,0.0059793814433,0.01,2052,0.616445532916,124,0.450198150152,181,0.496432548012,2378,,,2445,0.623054756816,1881,0.31539128743
